ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	Criteria	ARO Categories
ARO:3002535	AAC(3)-IIc	1378	protein homolog model	Stenotrophomonas maltophilia	0	1.97	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002535	AAC(3)-IIc	1378	protein homolog model	Serratia marcescens	0	0.23	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002535	AAC(3)-IIc	1378	protein homolog model	Klebsiella oxytoca	0	0.93	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002535	AAC(3)-IIc	1378	protein homolog model	Vibrio cholerae	20	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002535	AAC(3)-IIc	1378	protein homolog model	Enterobacter hormaechei	0	0.79	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002535	AAC(3)-IIc	1378	protein homolog model	Shigella sonnei	0	0.08	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002535	AAC(3)-IIc	1378	protein homolog model	Enterobacter cloacae	0	0.68	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001053	TEM-193	1380	protein homolog model	Klebsiella pneumoniae	0	0.06	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001053	TEM-193	1380	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001053	TEM-193	1380	protein homolog model	Shigella flexneri	0	0.26	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002668	rmtG	1382	protein homolog model	Klebsiella aerogenes	0	1.19	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3002668	rmtG	1382	protein homolog model	Enterobacter hormaechei	0	0.63	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3002668	rmtG	1382	protein homolog model	Enterobacter hormaechei	0	0.63	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3002668	rmtG	1382	protein homolog model	Klebsiella aerogenes	0	1.19	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3002668	rmtG	1382	protein homolog model	Klebsiella pneumoniae	0.14	0.08	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3002668	rmtG	1382	protein homolog model	Klebsiella pneumoniae	0.14	0.08	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3001861	IMI-4	1383	protein homolog model	Enterobacter cloacae	0	0.45	0	perfect	antibiotic inactivation; carbapenem
ARO:3001861	IMI-4	1383	protein homolog model	Enterobacter cloacae	0	0.45	0	perfect_strict	antibiotic inactivation; carbapenem
ARO:3000790	mdsB	1385	protein homolog model	Klebsiella pneumoniae	0	0.02	0	perfect_strict	antibiotic efflux; carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; phenicol antibiotic
ARO:3000790	mdsB	1385	protein homolog model	Salmonella enterica	0	16.46	16.62	perfect_strict	antibiotic efflux; carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; phenicol antibiotic
ARO:3000790	mdsB	1385	protein homolog model	Salmonella enterica	0	14.92	15.38	perfect	antibiotic efflux; carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; phenicol antibiotic
ARO:3002630	ANT(9)-Ia	1386	protein homolog model	Enterococcus faecalis	0	0.13	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002630	ANT(9)-Ia	1386	protein homolog model	Klebsiella pneumoniae	0	0.04	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002630	ANT(9)-Ia	1386	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002630	ANT(9)-Ia	1386	protein homolog model	Stenotrophomonas maltophilia	0	0.33	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002630	ANT(9)-Ia	1386	protein homolog model	Mycobacterium tuberculosis	0	0.01	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002630	ANT(9)-Ia	1386	protein homolog model	Streptococcus pyogenes	0	0.06	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001649	OXA-99	1387	protein homolog model	Acinetobacter baumannii	0	0.11	0	perfect	antibiotic inactivation; cephalosporin; penam
ARO:3001649	OXA-99	1387	protein homolog model	Acinetobacter baumannii	0	0.11	0	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3000838	arlR	1390	protein homolog model	Enterobacter hormaechei	0	0.16	0	perfect_strict	acridine dye; antibiotic efflux; fluoroquinolone antibiotic
ARO:3000838	arlR	1390	protein homolog model	Staphylococcus aureus	0	96.08	95.02	perfect	acridine dye; antibiotic efflux; fluoroquinolone antibiotic
ARO:3000838	arlR	1390	protein homolog model	Staphylococcus aureus	0	99.49	99.76	perfect_strict	acridine dye; antibiotic efflux; fluoroquinolone antibiotic
ARO:3000838	arlR	1390	protein homolog model	Staphylococcus pseudintermedius	0	0.51	0	perfect_strict	acridine dye; antibiotic efflux; fluoroquinolone antibiotic
ARO:3001952	CTX-M-92	1391	protein homolog model	Klebsiella pneumoniae	0	0.02	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3002619	aadA22	1392	protein homolog model	Shigella sonnei	0	0.31	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002619	aadA22	1392	protein homolog model	Klebsiella pneumoniae	0.07	0.11	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002619	aadA22	1392	protein homolog model	Klebsiella pneumoniae	0.07	0.02	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002619	aadA22	1392	protein homolog model	Escherichia coli	0.13	0.6	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002619	aadA22	1392	protein homolog model	Escherichia coli	0.12	0.34	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002619	aadA22	1392	protein homolog model	Salmonella enterica	0.59	0.47	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002619	aadA22	1392	protein homolog model	Salmonella enterica	0.59	0.39	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002619	aadA22	1392	protein homolog model	Shigella sonnei	0	0.31	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000464	Neisseria gonorrhoeae mutant porin PIB (por) with reduced permeability to antibiotic	1395	protein variant model	Neisseria gonorrhoeae	0	57.56	71.79	perfect_strict	carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; reduced permeability to antibiotic; tetracycline antibiotic
ARO:3001406	OXA-11	1396	protein homolog model	Pseudomonas fluorescens	0	0.06	0	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3002865	dfrC	1397	protein homolog model	Staphylococcus pseudintermedius	0	0.51	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002865	dfrC	1397	protein homolog model	Staphylococcus epidermidis	0	48.35	68.18	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002865	dfrC	1397	protein homolog model	Serratia marcescens	0	0.23	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002865	dfrC	1397	protein homolog model	Listeria monocytogenes	0	0.04	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002865	dfrC	1397	protein homolog model	Enterococcus faecalis	0	5.43	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002865	dfrC	1397	protein homolog model	Staphylococcus aureus	0.64	5.36	2.37	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002865	dfrC	1397	protein homolog model	Staphylococcus epidermidis	0	98.53	95.45	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3000858	armA	1405	protein homolog model	Citrobacter freundii	2.33	2.33	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Raoultella planticola	0	5.26	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Raoultella planticola	0	5.26	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Enterobacter kobei	0	14.06	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Enterobacter kobei	0	14.06	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Enterobacter hormaechei	1.8	1.58	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Enterobacter hormaechei	1.8	1.58	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Providencia stuartii	7.14	7.69	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Providencia stuartii	7.14	7.69	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Providencia rettgeri	0	7.69	50	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Providencia rettgeri	0	7.69	50	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Morganella morganii	0	2.38	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Morganella morganii	0	2.38	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Citrobacter freundii	2.33	2.33	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Salmonella enterica	0.36	0.44	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Enterobacter cloacae	0	0.45	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Enterobacter cloacae	0	0.45	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Vibrio cholerae	0	0.11	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Vibrio cholerae	0	0.11	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Proteus mirabilis	7.41	0.86	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Proteus mirabilis	7.41	0.86	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Pseudomonas aeruginosa	0	0.15	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Pseudomonas aeruginosa	0	0.15	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Klebsiella pneumoniae	0.82	4.05	2.17	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Klebsiella pneumoniae	0.72	3.71	2.17	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Escherichia coli	0.03	0.17	0.04	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Acinetobacter baumannii	3.2	32.72	42.68	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Acinetobacter baumannii	3.2	33.25	42.68	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Salmonella enterica	0.12	0.44	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Escherichia coli	0.03	0.17	0.04	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3001443	OXA-121	1406	protein homolog model	Acinetobacter baumannii	0	0.21	0	perfect	antibiotic inactivation; cephalosporin; penam
ARO:3001443	OXA-121	1406	protein homolog model	Acinetobacter baumannii	0	0.21	0	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3002075	CMY-62	1407	protein homolog model	Salmonella enterica	0	0.01	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002075	CMY-62	1407	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Salmonella enterica	0	0.01	0	perfect	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Salmonella enterica	0	0.01	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Escherichia coli	0.07	0.04	0.04	perfect	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Citrobacter freundii	0	0.78	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Enterobacter hormaechei	0	0.32	0	perfect	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Enterobacter hormaechei	0	0.32	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Klebsiella pneumoniae	0.14	0.34	0.36	perfect	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Serratia marcescens	0	0.23	0	perfect	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Serratia marcescens	0	0.23	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Citrobacter freundii	0	0.78	0	perfect	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Escherichia coli	0.07	0.05	0.04	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Klebsiella pneumoniae	0.14	0.36	0.72	perfect_strict	antibiotic inactivation; cephamycin
ARO:3001414	OXA-19	1410	protein homolog model	Pseudomonas aeruginosa	0	0.05	0	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3001414	OXA-19	1410	protein homolog model	Pseudomonas putida	0	1.25	0	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3001414	OXA-19	1410	protein homolog model	Pseudomonas fluorescens	0	0.12	0	perfect	antibiotic inactivation; cephalosporin; penam
ARO:3001414	OXA-19	1410	protein homolog model	Pseudomonas fluorescens	0	0.12	0	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3001414	OXA-19	1410	protein homolog model	Pseudomonas aeruginosa	0	0.05	0	perfect	antibiotic inactivation; cephalosporin; penam
ARO:3001414	OXA-19	1410	protein homolog model	Pseudomonas putida	0	1.25	0	perfect	antibiotic inactivation; cephalosporin; penam
ARO:3001656	OXA-172	1413	protein homolog model	Acinetobacter baumannii	0	0.35	0	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3001656	OXA-172	1413	protein homolog model	Acinetobacter baumannii	0	0.35	0	perfect	antibiotic inactivation; cephalosporin; penam
ARO:3001625	OXA-89	1416	protein homolog model	Acinetobacter baumannii	0	0.04	0	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3002135	DHA-6	1418	protein homolog model	Providencia rettgeri	0	7.69	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002135	DHA-6	1418	protein homolog model	Enterobacter cloacae	0	0.68	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002135	DHA-6	1418	protein homolog model	Morganella morganii	0	38.1	45.45	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002135	DHA-6	1418	protein homolog model	Citrobacter freundii	2.33	2.33	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002135	DHA-6	1418	protein homolog model	Salmonella enterica	0.24	0.02	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002135	DHA-6	1418	protein homolog model	Escherichia coli	0.01	0.04	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002135	DHA-6	1418	protein homolog model	Klebsiella pneumoniae	0.14	2.79	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002135	DHA-6	1418	protein homolog model	Serratia marcescens	0	0.23	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002135	DHA-6	1418	protein homolog model	Raoultella planticola	0	5.26	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002135	DHA-6	1418	protein homolog model	Enterobacter kobei	0	3.12	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002135	DHA-6	1418	protein homolog model	Enterobacter hormaechei	0.9	2.54	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002135	DHA-6	1418	protein homolog model	Klebsiella oxytoca	0	1.87	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002605	aadA5	1420	protein homolog model	Escherichia coli	1.64	9.48	0.32	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Yersinia enterocolitica	0	0.65	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Yersinia enterocolitica	0	0.65	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Enterobacter kobei	0	7.81	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Enterobacter kobei	0	6.25	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Enterobacter hormaechei	0.9	1.11	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Enterobacter hormaechei	0.9	0.32	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Providencia rettgeri	0	7.69	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Providencia rettgeri	0	7.69	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Pseudomonas fluorescens	0	0.18	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Pseudomonas fluorescens	0	0.18	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Morganella morganii	0	9.52	9.09	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Morganella morganii	0	9.52	9.09	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Citrobacter freundii	1.16	4.65	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Citrobacter freundii	1.16	4.65	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Enterobacter cloacae	0	0.68	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Enterobacter cloacae	0	0.68	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Shigella flexneri	6.38	8.57	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Shigella flexneri	6.38	8.57	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Pseudomonas stutzeri	0	4.48	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Pseudomonas stutzeri	0	4.48	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Shigella dysenteriae	0	2.86	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Shigella dysenteriae	0	2.86	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Shigella sonnei	11.76	1.1	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Shigella sonnei	5.88	0.94	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Klebsiella oxytoca	0	2.8	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Klebsiella oxytoca	0	2.8	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Serratia marcescens	0	1.15	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Proteus mirabilis	3.7	2.59	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Proteus mirabilis	3.7	2.59	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Klebsiella aerogenes	0	0.6	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Klebsiella aerogenes	0	0.6	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Pseudomonas aeruginosa	0	0.15	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Pseudomonas aeruginosa	0	0.15	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Klebsiella pneumoniae	0.24	1.77	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Klebsiella pneumoniae	0.24	1.5	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Escherichia coli	1.58	8.66	0.32	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Salmonella enterica	0.36	0.64	0.14	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Salmonella enterica	0.36	0.62	0.14	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Acinetobacter baumannii	0	0.18	0.64	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Acinetobacter baumannii	0	0.11	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000952	TEM-85	1421	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Serratia marcescens	0	0.23	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Neisseria gonorrhoeae	0	0.17	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Yersinia pestis	0	0.3	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Enterobacter hormaechei	0	0.16	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Enterobacter hormaechei	0	0.16	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Staphylococcus aureus	0	0.01	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Salmonella enterica	0	0.01	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Klebsiella pneumoniae	0	0.04	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Klebsiella pneumoniae	0	0.06	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Serratia marcescens	0	0.23	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Shigella sonnei	0	0.08	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002399	OXY-2-4	1424	protein homolog model	Klebsiella oxytoca	0	12.15	16.67	perfect	antibiotic inactivation; cephalosporin; monobactam; penam
ARO:3002399	OXY-2-4	1424	protein homolog model	Klebsiella oxytoca	0	12.15	16.67	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam
ARO:3000245	RbpA	1425	protein homolog model	Mycobacteroides abscessus	0	99.75	100	perfect_strict	antibiotic target protection; rifamycin antibiotic
ARO:3000245	RbpA	1425	protein homolog model	Mycobacterium tuberculosis	0	49.72	100	perfect_strict	antibiotic target protection; rifamycin antibiotic
ARO:3002198	IMP-7	1426	protein homolog model	Pseudomonas fluorescens	0	0.06	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002198	IMP-7	1426	protein homolog model	Pseudomonas fluorescens	0	0.06	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002198	IMP-7	1426	protein homolog model	Pseudomonas aeruginosa	0	0.05	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002198	IMP-7	1426	protein homolog model	Pseudomonas aeruginosa	0	0.05	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3000491	acrD	1427	protein homolog model	Pseudomonas aeruginosa	0	0.1	0	perfect_strict	aminoglycoside antibiotic; antibiotic efflux
ARO:3000491	acrD	1427	protein homolog model	Acinetobacter baumannii	0	0.07	0	perfect_strict	aminoglycoside antibiotic; antibiotic efflux
ARO:3000491	acrD	1427	protein homolog model	Staphylococcus aureus	0	0.01	0	perfect_strict	aminoglycoside antibiotic; antibiotic efflux
ARO:3000491	acrD	1427	protein homolog model	Shigella dysenteriae	0	100	100	perfect_strict	aminoglycoside antibiotic; antibiotic efflux
ARO:3000491	acrD	1427	protein homolog model	Salmonella enterica	0	1.12	0.41	perfect_strict	aminoglycoside antibiotic; antibiotic efflux
ARO:3000491	acrD	1427	protein homolog model	Escherichia coli	0.02	17.41	9.32	perfect	aminoglycoside antibiotic; antibiotic efflux
ARO:3000491	acrD	1427	protein homolog model	Shigella dysenteriae	0	5.71	5.56	perfect	aminoglycoside antibiotic; antibiotic efflux
ARO:3000491	acrD	1427	protein homolog model	Neisseria gonorrhoeae	0	0.17	0	perfect_strict	aminoglycoside antibiotic; antibiotic efflux
ARO:3000491	acrD	1427	protein homolog model	Shigella sonnei	0	99.92	100	perfect_strict	aminoglycoside antibiotic; antibiotic efflux
ARO:3000491	acrD	1427	protein homolog model	Shigella sonnei	0	0.71	0	perfect	aminoglycoside antibiotic; antibiotic efflux
ARO:3000491	acrD	1427	protein homolog model	Enterobacter hormaechei	0	0.32	0	perfect_strict	aminoglycoside antibiotic; antibiotic efflux
